POLICY_CLAIM_NUMBER	POLICY_EFF_DT	INSURANCE_TYPE	CLAIM_STATUS	ANY_INJURY	POLICE_REPORT_AVAILABLE	INCIDENT_HOUR_OF_THE_DAY
PLC00002274	6/3/2015	Property	A	1	1	17
PLC00003781	6/11/2010	Life	A	1	0	9
PLC00005236	8/10/2012	Life	A	1	1	14
PLC00009330	11/14/2019	Health	A	0	1	16
PLC00006041	6/24/2016	Mobile	A	1	1	22
PLC00008843	4/28/2018	Life	A	1	0	20
PLC00009431	6/29/2018	Property	A	1	1	15
PLC00008602	10/21/2012	Motor	A	0	0	11
PLC00004855	11/4/2010	Health	A	1	0	13
PLC00002537	6/1/2018	Health	A	1	1	1
PLC00006270	3/11/2017	Travel	A	1	1	0
PLC00007761	2/12/2019	Health	A	1	0	8
PLC00000321	11/23/2011	Health	A	1	0	7
PLC00001843	9/24/2013	Mobile	A	1	1	6
PLC00004625	9/28/2018	Travel	A	1	1	11
PLC00004509	4/20/2015	Property	A	1	1	10
PLC00001699	10/9/2017	Life	A	1	0	18
PLC00007943	3/30/2011	Motor	A	1	1	15
PLC00000656	2/9/2019	Travel	A	0	1	8
PLC00005356	2/16/2014	Property	A	1	1	0
PLC00007792	2/8/2014	Life	A	0	1	23
PLC00007145	6/24/2012	Property	D	0	1	22
PLC00009891	11/9/2011	Mobile	A	0	0	20
PLC00006219	9/12/2014	Mobile	A	1	1	12
PLC00000031	4/18/2014	Travel	A	1	1	19
PLC00002591	3/17/2014	Travel	A	1	0	16
PLC00009502	11/19/2011	Motor	A	1	1	11
PLC00006361	11/5/2013	Mobile	A	1	0	1
PLC00006546	9/30/2019	Property	A	0	1	17
PLC00003561	9/2/2014	Motor	A	0	0	11
PLC00002299	2/19/2015	Life	A	1	0	0
PLC00009028	11/6/2017	Property	A	1	0	1
PLC00001374	4/4/2014	Mobile	A	1	1	8
PLC00005605	5/12/2017	Travel	A	0	1	5
PLC00000469	6/11/2012	Motor	A	0	0	15
PLC00009107	1/2/2020	Health	A	1	1	21
PLC00009496	6/18/2012	Life	A	0	1	22
PLC00001662	4/10/2015	Mobile	A	1	1	6
PLC00008975	10/28/2010	Travel	A	1	0	5
PLC00004878	10/8/2018	Motor	A	1	0	19
PLC00003161	12/27/2014	Health	A	1	1	12
PLC00005033	10/14/2015	Property	A	1	0	17
PLC00008528	2/25/2013	Mobile	A	1	1	16
PLC00004382	10/17/2011	Travel	A	1	1	18
PLC00007207	10/5/2018	Mobile	D	0	1	17
PLC00000712	6/12/2017	Motor	A	1	1	19
PLC00002672	7/23/2017	Travel	A	1	1	4
PLC00000047	5/13/2014	Motor	A	1	1	6
PLC00002956	3/2/2018	Property	A	1	1	13
PLC00009995	7/16/2016	Life	A	1	1	7
PLC00002247	4/8/2016	Mobile	D	1	0	21
PLC00006909	12/12/2018	Motor	A	1	0	5
PLC00004599	9/16/2010	Life	A	1	1	12
PLC00006339	11/27/2018	Travel	A	0	0	19
PLC00000043	8/3/2011	Travel	A	1	1	9
PLC00006040	4/1/2019	Property	A	0	1	10
PLC00002024	8/12/2010	Motor	A	0	1	22
PLC00003143	12/17/2014	Health	A	1	0	23
PLC00007332	2/22/2014	Motor	A	0	0	12
PLC00004744	2/14/2012	Health	A	0	1	12
PLC00003149	1/14/2020	Mobile	A	1	0	17
PLC00007306	7/12/2012	Travel	A	1	1	17
PLC00004937	8/1/2012	Motor	A	1	1	23
PLC00005798	5/21/2015	Mobile	A	1	1	10
PLC00006735	8/25/2014	Health	A	1	0	3
PLC00003538	10/9/2017	Life	A	1	0	13
PLC00002703	12/21/2015	Life	A	1	0	7
PLC00001582	10/13/2010	Mobile	A	1	1	21
PLC00009116	9/18/2010	Property	A	1	0	6
PLC00000809	3/28/2016	Health	A	1	1	22
PLC00005901	3/23/2019	Life	A	1	1	18
PLC00000566	1/4/2017	Life	A	1	0	10
PLC00002748	10/6/2016	Life	A	1	0	17
PLC00006962	7/20/2015	Mobile	A	0	1	15
PLC00009071	7/6/2012	Health	A	0	0	5
PLC00005401	10/14/2015	Life	A	1	0	17
PLC00004106	11/5/2013	Health	A	0	1	10
PLC00009693	12/29/2010	Travel	A	0	1	11
PLC00008109	6/30/2016	Motor	A	1	1	19
PLC00002167	4/5/2015	Mobile	A	1	1	22
PLC00002575	12/20/2014	Property	A	1	0	15
PLC00008868	1/22/2012	Health	A	0	1	5
PLC00004280	2/12/2011	Mobile	A	1	1	16
PLC00001958	6/4/2015	Health	A	1	0	8
PLC00005103	5/2/2016	Motor	A	1	1	4
PLC00004245	2/16/2014	Property	A	1	0	7
PLC00002364	4/17/2013	Motor	A	1	1	19
PLC00006993	8/2/2016	Health	A	1	1	15
PLC00005655	3/16/2011	Motor	D	1	1	20
PLC00008983	10/3/2017	Health	A	0	0	9
PLC00008153	12/7/2011	Motor	A	1	0	17
PLC00001818	3/21/2011	Mobile	A	1	1	18
PLC00001037	2/1/2014	Life	A	1	1	15
PLC00006614	1/6/2017	Travel	A	1	1	16
PLC00004104	10/20/2010	Health	A	1	1	22
PLC00008023	8/17/2019	Property	A	1	1	10
PLC00005350	2/25/2013	Mobile	A	1	1	1
PLC00000888	9/2/2017	Motor	A	1	0	14
PLC00005019	5/18/2019	Life	A	0	1	20
PLC00000848	11/15/2014	Property	A	1	1	8
PLC00002125	8/14/2011	Motor	A	1	0	20
PLC00005142	1/14/2017	Health	A	1	1	12
PLC00008113	4/10/2013	Health	A	0	1	4
PLC00003444	7/19/2014	Mobile	A	0	0	11
PLC00009486	2/8/2017	Mobile	D	0	0	2
PLC00001018	8/13/2014	Travel	A	1	1	17
PLC00007600	9/20/2017	Motor	A	0	1	6
PLC00007777	11/26/2013	Mobile	A	1	1	2
PLC00006241	12/27/2010	Property	A	0	1	12
PLC00000249	4/13/2012	Life	A	1	0	20
PLC00005324	1/14/2014	Travel	A	0	0	7
PLC00006324	8/18/2017	Life	A	1	1	14
PLC00001921	1/27/2013	Property	A	0	0	18
PLC00001610	12/19/2018	Property	A	1	0	15
PLC00000277	7/31/2016	Mobile	D	1	0	17
PLC00008196	4/7/2011	Property	A	0	1	14
PLC00002998	3/8/2016	Travel	A	1	0	11
PLC00003682	8/23/2013	Life	A	1	1	15
PLC00000870	5/8/2011	Life	A	1	1	13
PLC00007344	8/6/2018	Life	A	1	0	5
PLC00003395	11/2/2012	Motor	A	0	1	15
PLC00008896	2/5/2013	Motor	D	0	1	3
PLC00001175	11/26/2017	Motor	A	1	1	4
PLC00009735	6/13/2011	Life	A	1	1	19
PLC00004089	12/11/2010	Life	A	1	1	9
PLC00006752	11/3/2019	Property	A	0	1	16
PLC00006781	6/29/2016	Mobile	D	1	0	11
PLC00008156	10/27/2012	Health	A	0	1	17
PLC00009729	8/12/2014	Property	A	0	1	23
PLC00009074	4/19/2019	Mobile	A	1	0	21
PLC00001024	4/3/2011	Mobile	A	1	1	23
PLC00008092	7/28/2015	Life	A	1	1	19
PLC00004222	6/18/2015	Mobile	A	1	1	0
PLC00009335	6/25/2012	Life	A	0	0	1
PLC00008045	5/15/2012	Motor	A	1	0	19
PLC00007087	4/11/2013	Life	A	1	1	8
PLC00002901	9/26/2017	Property	A	1	0	18
PLC00004391	1/30/2015	Life	A	1	1	21
PLC00004979	8/9/2018	Travel	A	1	1	17
PLC00004307	9/10/2017	Mobile	A	1	0	21
PLC00005166	10/18/2019	Property	A	0	0	6
PLC00001765	6/16/2013	Life	A	1	1	5
PLC00000581	3/22/2013	Property	A	1	1	23
PLC00003186	10/2/2019	Life	A	1	1	10
PLC00000983	1/20/2014	Life	A	0	1	23
PLC00006810	12/5/2016	Travel	A	1	1	6
PLC00004778	2/16/2019	Health	A	0	1	19
PLC00002422	6/16/2019	Mobile	D	1	0	21
PLC00007343	10/18/2018	Travel	A	1	1	21
PLC00008804	11/29/2016	Property	A	0	0	3
PLC00009913	1/22/2013	Property	A	1	0	18
PLC00000727	12/6/2013	Travel	A	1	0	0
PLC00001949	12/2/2013	Travel	A	1	0	17
PLC00009530	2/21/2018	Property	A	1	1	1
PLC00005288	11/16/2012	Health	A	1	0	23
PLC00008160	4/7/2014	Motor	A	1	1	16
PLC00005590	9/26/2012	Life	A	1	0	2
PLC00006818	3/2/2018	Health	A	0	0	22
PLC00002240	4/29/2011	Motor	A	1	1	23
PLC00009737	8/21/2018	Mobile	A	1	0	19
PLC00000686	10/22/2011	Property	A	1	1	19
PLC00009687	6/19/2010	Mobile	A	0	1	9
PLC00004109	8/29/2017	Health	A	0	0	13
PLC00000689	2/13/2018	Travel	A	1	0	0
PLC00008948	8/13/2015	Motor	A	1	0	7
PLC00005946	10/7/2019	Health	A	0	1	16
PLC00007492	2/2/2019	Mobile	A	1	0	14
PLC00004059	5/23/2015	Mobile	A	1	0	6
PLC00008392	3/13/2012	Travel	A	1	1	3
PLC00002632	9/23/2013	Property	A	1	1	21
PLC00002506	9/10/2015	Life	A	1	1	16
PLC00009743	3/9/2013	Travel	A	1	0	4
PLC00000328	2/1/2012	Mobile	A	1	1	19
PLC00009901	9/15/2016	Health	A	1	1	9
PLC00005179	6/3/2013	Health	A	1	1	9
PLC00006855	9/22/2014	Life	A	1	1	16
PLC00004761	12/27/2017	Life	A	0	0	6
PLC00008329	6/10/2017	Mobile	A	1	0	6
PLC00004951	4/17/2017	Life	A	1	1	14
PLC00008663	3/10/2012	Mobile	A	1	1	21
PLC00003411	12/31/2013	Health	A	1	0	22
PLC00004879	10/21/2013	Health	A	1	1	23
PLC00007622	2/18/2011	Property	A	1	1	11
PLC00005537	10/26/2018	Life	A	1	1	19
PLC00002411	7/18/2013	Property	A	1	0	15
PLC00002529	9/12/2018	Travel	A	1	1	7
PLC00007053	4/29/2015	Health	A	1	1	4
PLC00006482	4/16/2014	Travel	A	0	1	7
PLC00001567	12/23/2013	Health	A	0	1	1
PLC00004395	3/26/2013	Property	A	0	1	15
PLC00005928	6/24/2015	Motor	A	1	1	14
PLC00003481	11/12/2015	Property	A	1	0	1
PLC00006028	5/7/2016	Life	A	1	0	10
PLC00006319	1/19/2011	Mobile	A	1	1	4
PLC00002286	3/20/2012	Life	A	1	1	18
PLC00009438	4/8/2013	Travel	A	0	0	19
PLC00007416	1/5/2013	Mobile	A	1	1	4
PLC00001182	12/7/2019	Motor	A	1	0	1
PLC00001311	3/27/2017	Life	A	1	1	21
PLC00005013	7/13/2010	Travel	A	0	0	0
PLC00005269	8/29/2015	Mobile	A	0	1	5
PLC00004830	10/14/2019	Motor	A	1	1	8
PLC00007363	10/1/2019	Property	A	1	1	10
PLC00002275	5/10/2016	Health	A	1	1	14
PLC00004805	9/20/2016	Property	A	1	1	4
PLC00004582	11/28/2015	Motor	D	0	1	9
PLC00005394	4/16/2014	Motor	A	1	1	12
PLC00005432	6/8/2018	Mobile	A	1	1	13
PLC00005097	11/13/2013	Property	A	1	0	18
PLC00005075	8/7/2010	Motor	A	1	0	13
PLC00005496	2/14/2015	Property	A	1	0	10
PLC00008531	4/26/2015	Travel	A	0	1	15
PLC00004909	5/17/2012	Health	A	1	1	18
PLC00000733	9/17/2018	Travel	A	1	1	22
PLC00001422	12/21/2016	Property	A	1	1	4
PLC00001305	6/23/2018	Property	A	1	1	23
PLC00004661	1/31/2020	Life	A	1	1	17
PLC00002819	2/11/2018	Mobile	A	1	0	22
PLC00008332	7/16/2010	Health	A	1	1	19
PLC00000651	3/8/2012	Motor	A	0	1	20
PLC00005399	1/20/2020	Motor	A	0	0	6
PLC00000737	10/28/2019	Mobile	A	0	1	16
PLC00006864	12/11/2014	Travel	A	0	1	12
PLC00004575	9/14/2010	Life	A	0	0	18
PLC00002220	7/9/2013	Mobile	A	1	0	22
PLC00004975	11/11/2012	Life	A	1	1	23
PLC00002335	6/29/2015	Life	D	1	1	22
PLC00002079	9/11/2018	Motor	A	0	1	22
PLC00002394	5/9/2015	Property	A	0	0	14
PLC00003804	5/3/2016	Travel	A	1	1	20
PLC00009680	7/23/2012	Life	A	1	1	16
PLC00005082	12/14/2017	Property	A	0	1	8
PLC00002088	6/29/2016	Mobile	A	0	0	12
PLC00004713	4/2/2013	Life	A	1	1	0
PLC00003177	5/20/2016	Health	A	0	1	8
PLC00001914	11/6/2018	Property	A	1	1	11
PLC00005666	2/15/2013	Health	A	1	1	3
PLC00003840	8/29/2017	Motor	A	1	0	6
PLC00000926	5/15/2019	Life	A	1	0	14
PLC00001670	9/6/2014	Life	A	1	1	12
PLC00000477	1/31/2017	Motor	A	1	0	20
PLC00007868	4/8/2012	Motor	A	1	0	21
PLC00001871	3/30/2013	Travel	A	1	1	0
PLC00007146	4/19/2011	Travel	A	1	0	1
PLC00001493	11/30/2013	Property	A	0	1	9
PLC00002688	4/17/2018	Life	A	0	1	9
PLC00003318	4/2/2016	Health	A	0	0	21
PLC00005216	7/15/2011	Property	A	1	0	9
PLC00008813	11/7/2019	Travel	D	1	1	5
PLC00009653	9/20/2019	Health	A	0	0	10
PLC00001922	12/5/2016	Life	A	1	1	6
PLC00002075	12/22/2011	Travel	D	0	1	17
PLC00001599	8/30/2011	Life	A	1	1	11
PLC00002953	6/13/2010	Travel	D	1	0	22
PLC00007436	4/9/2015	Travel	A	0	1	5
PLC00006605	9/28/2011	Life	A	0	1	14
PLC00006977	10/28/2017	Mobile	A	0	1	10
PLC00001479	3/26/2016	Travel	A	1	0	4
PLC00004327	4/2/2013	Life	A	0	0	21
PLC00009020	11/25/2014	Property	A	0	1	15
PLC00006180	12/24/2015	Health	A	1	1	22
PLC00004195	10/19/2015	Life	A	1	1	15
PLC00004173	6/11/2019	Property	A	1	0	12
PLC00008146	5/22/2014	Travel	A	1	1	9
PLC00009406	7/17/2012	Motor	A	1	1	19
PLC00009314	1/4/2011	Travel	A	1	1	16
PLC00000920	5/20/2014	Motor	A	1	1	19
PLC00004952	10/9/2018	Property	A	1	1	19
PLC00000748	7/19/2013	Mobile	A	1	1	23
PLC00003454	11/25/2012	Health	A	0	1	8
PLC00001164	9/17/2016	Property	A	1	0	19
PLC00008385	9/28/2010	Property	A	0	1	17
PLC00003302	1/13/2011	Health	A	1	1	19
PLC00006867	8/19/2015	Life	A	0	0	12
PLC00004317	6/27/2010	Travel	A	0	1	20
PLC00004178	3/2/2014	Health	D	1	1	11
PLC00000442	7/12/2016	Life	A	1	1	11
PLC00009537	9/2/2017	Mobile	A	1	1	20
PLC00000440	1/20/2018	Property	A	1	0	5
PLC00009558	10/20/2010	Travel	A	0	1	1
PLC00008445	12/29/2010	Mobile	A	1	0	10
PLC00000335	12/19/2011	Travel	A	0	1	11
PLC00006182	9/2/2012	Health	A	1	1	22
PLC00000083	5/20/2013	Travel	A	1	1	3
PLC00003027	8/20/2010	Property	A	1	0	18
PLC00004010	1/22/2019	Life	A	1	1	3
PLC00008735	6/11/2016	Travel	D	1	1	15
PLC00003631	4/22/2014	Health	A	0	0	3
PLC00008437	4/12/2011	Life	A	1	1	11
PLC00001499	1/24/2017	Property	A	0	1	16
PLC00009569	8/2/2013	Life	A	0	1	3
PLC00001326	4/14/2014	Property	A	0	1	14
PLC00008230	12/21/2010	Mobile	A	1	1	3
PLC00002426	9/20/2015	Mobile	A	0	0	22
PLC00007482	3/4/2014	Motor	A	1	0	15
PLC00009299	4/11/2018	Property	A	1	0	15
PLC00006672	9/23/2011	Life	A	0	1	19
PLC00000114	8/24/2010	Health	A	0	0	13
PLC00007445	9/28/2013	Life	A	0	1	4
PLC00002567	9/8/2010	Health	A	0	0	13
PLC00002441	12/6/2016	Motor	A	1	1	12
PLC00004747	12/28/2010	Life	A	1	0	2
PLC00005846	9/26/2015	Health	A	0	0	1
PLC00004441	12/5/2017	Mobile	A	0	0	11
PLC00009709	9/21/2010	Life	A	1	0	11
PLC00007141	1/1/2011	Property	A	1	1	3
PLC00004988	4/6/2018	Property	A	1	1	6
PLC00000648	5/21/2012	Travel	A	1	0	15
PLC00008647	6/2/2015	Life	A	1	0	20
PLC00008095	5/31/2016	Mobile	A	1	1	22
PLC00001322	11/17/2014	Property	A	1	0	16
PLC00006750	11/4/2011	Travel	A	0	1	7
PLC00002929	1/12/2018	Life	A	1	1	21
PLC00000012	10/8/2016	Life	A	1	1	19
PLC00007495	12/24/2013	Travel	A	1	1	17
PLC00004284	12/17/2018	Motor	A	0	1	8
PLC00000446	2/7/2011	Travel	A	1	1	16
PLC00005576	12/8/2013	Life	A	1	1	3
PLC00003866	8/30/2013	Motor	A	0	1	7
PLC00006762	3/27/2015	Property	A	1	1	19
PLC00001595	3/7/2016	Property	A	1	1	19
PLC00005594	8/11/2010	Property	A	1	1	11
PLC00001883	5/28/2014	Property	A	1	1	4
PLC00004686	3/28/2011	Mobile	A	1	1	23
PLC00001244	8/2/2015	Health	A	1	0	18
PLC00006344	10/1/2017	Life	A	0	1	22
PLC00001177	9/7/2019	Property	A	0	1	0
PLC00001301	8/3/2012	Mobile	A	1	0	2
PLC00007199	10/30/2014	Travel	A	1	1	21
PLC00004788	1/10/2013	Mobile	A	0	1	2
PLC00006770	4/17/2017	Motor	A	1	1	4
PLC00001587	11/26/2015	Mobile	A	1	1	1
PLC00002176	9/18/2011	Property	A	1	1	4
PLC00004785	1/24/2020	Mobile	A	0	0	19
PLC00001462	10/25/2010	Property	A	1	1	11
PLC00005784	8/1/2015	Health	A	0	1	15
PLC00001533	8/30/2017	Travel	A	1	1	13
PLC00006600	3/24/2012	Property	A	1	1	17
PLC00009463	8/16/2019	Health	A	0	0	18
PLC00004551	3/10/2019	Property	A	1	1	0
PLC00006561	3/4/2017	Life	A	1	1	4
PLC00002037	8/13/2012	Property	A	1	0	13
PLC00008621	2/5/2017	Life	A	1	1	5
PLC00003740	12/31/2013	Travel	D	0	1	14
PLC00009244	6/2/2013	Travel	A	1	1	13
PLC00005375	10/5/2018	Property	A	1	1	8
PLC00003647	10/14/2014	Property	A	0	0	6
PLC00002091	8/23/2014	Travel	A	1	0	18
PLC00007405	8/16/2017	Health	A	0	1	16
PLC00002036	12/18/2015	Travel	A	1	1	9
PLC00002895	11/23/2019	Motor	A	1	1	19
PLC00007757	1/25/2016	Property	A	1	1	7
PLC00006463	4/28/2011	Health	A	0	1	2
PLC00002415	3/22/2014	Health	A	1	1	5
PLC00007776	5/8/2019	Travel	A	1	1	8
PLC00005848	6/22/2018	Motor	A	1	1	15
PLC00004493	7/4/2019	Mobile	A	1	1	12
PLC00006888	2/13/2016	Life	A	1	0	20
PLC00009790	4/26/2018	Life	A	0	1	16
PLC00000084	1/17/2015	Mobile	A	1	0	3
PLC00000982	5/18/2013	Travel	A	1	1	2
PLC00006639	1/8/2014	Life	A	1	1	1
PLC00009562	6/6/2018	Travel	A	1	1	20
PLC00004345	12/7/2010	Motor	A	1	0	20
PLC00003317	7/5/2012	Property	A	1	0	2
PLC00009409	2/1/2017	Motor	A	0	1	5
PLC00005703	11/16/2016	Property	A	1	1	9
PLC00008233	11/17/2011	Property	A	1	1	6
PLC00002025	6/20/2018	Life	A	0	0	12
PLC00009728	6/12/2010	Travel	A	1	1	0
PLC00001428	5/31/2016	Motor	D	1	0	6
PLC00006338	12/29/2017	Life	A	0	1	23
PLC00003584	11/27/2010	Health	A	1	0	9
PLC00004839	10/27/2015	Health	A	1	1	3
PLC00003965	10/8/2012	Life	A	1	1	23
PLC00002889	1/29/2012	Life	A	0	1	12
PLC00005769	12/23/2012	Life	A	1	1	1
PLC00002764	4/15/2015	Property	D	0	1	7
PLC00004137	7/29/2019	Motor	A	1	0	2
PLC00009399	3/6/2015	Health	A	0	0	21
PLC00009986	1/24/2012	Travel	A	1	1	23
PLC00007828	5/29/2019	Travel	A	1	1	12
PLC00008981	8/16/2017	Property	D	1	1	10
PLC00007805	7/1/2013	Mobile	A	1	0	1
PLC00007048	2/25/2017	Health	A	1	1	22
PLC00001091	11/10/2015	Travel	A	1	1	0
PLC00008244	7/3/2018	Travel	A	1	1	6
PLC00000291	5/22/2018	Health	A	1	0	15
PLC00001252	7/30/2011	Life	A	1	0	2
PLC00000131	3/14/2015	Life	D	0	0	14
PLC00008953	8/3/2011	Mobile	A	0	1	16
PLC00003377	6/11/2013	Property	A	0	1	14
PLC00003305	1/11/2018	Health	A	1	1	19
PLC00009006	8/28/2016	Mobile	D	1	1	0
PLC00006030	7/5/2017	Property	A	1	1	4
PLC00002448	9/10/2015	Health	A	1	1	2
PLC00005701	9/4/2013	Travel	A	0	0	3
PLC00005059	5/3/2017	Property	A	0	0	23
PLC00004302	4/8/2012	Motor	A	0	1	11
PLC00006746	1/16/2015	Travel	A	1	1	0
PLC00004867	7/20/2014	Motor	A	1	0	16
PLC00007266	1/5/2013	Life	A	1	1	2
PLC00005720	2/15/2018	Property	A	0	1	3
PLC00007061	10/15/2012	Motor	A	1	1	14
PLC00009285	11/23/2011	Mobile	A	1	1	12
PLC00001006	10/18/2010	Travel	A	1	1	14
PLC00002210	6/16/2014	Property	A	1	0	7
PLC00004231	5/28/2018	Mobile	D	1	0	20
PLC00009389	10/6/2015	Life	A	1	0	21
PLC00001162	6/22/2014	Travel	A	0	1	16
PLC00005020	8/26/2012	Travel	D	1	1	10
PLC00005529	7/29/2010	Life	A	1	0	23
PLC00006090	3/12/2015	Mobile	A	1	0	18
PLC00005550	6/22/2016	Mobile	A	0	1	6
PLC00003111	12/4/2019	Mobile	A	1	1	19
PLC00008587	10/17/2013	Property	A	1	1	13
PLC00009841	7/27/2017	Travel	A	0	1	0
PLC00001593	12/5/2017	Mobile	A	1	1	15
PLC00002281	3/6/2019	Travel	A	1	1	22
PLC00007496	1/8/2018	Life	A	1	1	21
PLC00006161	10/6/2012	Mobile	A	1	0	18
PLC00004230	3/11/2012	Mobile	A	0	1	19
PLC00000038	1/11/2013	Mobile	A	1	1	10
PLC00005279	2/1/2011	Health	A	1	0	9
PLC00004530	7/20/2011	Health	A	0	0	19
PLC00009738	3/20/2016	Travel	A	1	0	0
PLC00007957	9/27/2010	Health	A	1	1	8
PLC00000680	6/20/2017	Motor	A	1	1	1
PLC00002463	7/31/2019	Travel	A	0	1	22
PLC00004606	12/22/2014	Travel	A	1	1	2
PLC00008903	9/6/2019	Mobile	A	0	1	15
PLC00004238	6/29/2016	Life	A	1	1	14
PLC00008003	10/18/2014	Life	A	1	1	19
PLC00002438	12/8/2013	Property	A	0	1	9
PLC00002158	7/1/2012	Motor	D	1	1	2
PLC00002014	4/21/2019	Travel	A	1	1	13
PLC00005120	8/22/2011	Life	A	1	0	7
PLC00004052	3/19/2019	Motor	A	1	1	3
PLC00004062	6/5/2013	Health	A	1	1	2
PLC00002308	7/15/2018	Mobile	D	0	0	13
PLC00004152	5/27/2019	Travel	A	0	0	4
PLC00000681	4/20/2016	Mobile	A	1	1	1
PLC00005243	6/12/2014	Health	A	1	0	5
PLC00009485	11/24/2015	Property	A	1	1	7
PLC00004633	9/15/2013	Travel	A	1	0	9
PLC00001695	7/30/2018	Mobile	A	1	0	1
PLC00007385	10/13/2011	Motor	A	1	1	4
PLC00008754	10/20/2011	Travel	A	0	0	2
PLC00000481	4/24/2012	Health	A	1	0	2
PLC00001709	8/15/2018	Travel	A	1	0	10
PLC00008545	3/11/2017	Property	A	1	1	9
PLC00008013	12/22/2010	Health	A	0	0	3
PLC00008114	6/23/2010	Mobile	D	0	1	20
PLC00008020	10/20/2014	Property	D	0	0	3
PLC00007243	12/27/2018	Travel	A	1	1	22
PLC00000373	11/27/2016	Health	A	0	0	15
PLC00005331	2/13/2011	Health	A	0	1	8
PLC00005746	12/2/2019	Health	A	1	1	7
PLC00000222	5/8/2012	Health	A	1	1	14
PLC00008995	12/6/2016	Property	A	1	1	21
PLC00009579	10/23/2012	Mobile	A	0	0	5
PLC00006786	10/24/2018	Travel	A	1	0	14
PLC00000891	5/23/2012	Property	A	1	1	12
PLC00004845	8/5/2015	Property	A	1	1	16
PLC00009186	4/25/2015	Mobile	A	1	1	21
PLC00000670	8/31/2010	Property	A	1	1	14
PLC00009842	1/16/2016	Motor	A	1	1	19
PLC00004353	9/1/2018	Life	A	1	1	21
PLC00009247	7/14/2016	Motor	A	0	1	20
PLC00006874	6/20/2010	Travel	A	0	1	5
PLC00000832	11/23/2011	Property	D	1	0	23
PLC00004583	8/7/2014	Travel	A	1	0	5
PLC00005305	4/2/2012	Mobile	A	0	1	19
PLC00003598	10/27/2010	Motor	A	1	1	14
PLC00004822	10/10/2018	Travel	A	0	0	19
PLC00004887	3/14/2015	Health	A	0	1	17
PLC00005379	11/11/2010	Motor	A	1	1	4
PLC00000513	12/9/2013	Property	A	1	1	7
PLC00002011	7/7/2010	Health	A	0	1	14
PLC00005093	3/12/2012	Property	A	1	1	7
PLC00006165	12/20/2015	Travel	A	1	0	22
PLC00004350	10/11/2019	Life	A	1	0	7
PLC00005430	4/18/2012	Health	A	1	1	12
PLC00004574	2/6/2018	Health	A	0	1	2
PLC00009944	6/28/2013	Travel	A	1	1	5
PLC00006754	10/21/2019	Travel	A	1	1	10
PLC00007685	3/31/2013	Mobile	A	1	1	0
PLC00001434	8/4/2010	Motor	D	1	1	14
PLC00006224	7/31/2016	Life	A	1	1	10
PLC00009840	12/25/2013	Health	A	0	1	13
PLC00005335	5/2/2013	Mobile	A	0	1	21
PLC00004015	7/14/2012	Health	A	1	0	4
PLC00006384	8/29/2017	Health	A	1	0	13
PLC00008403	12/17/2012	Health	A	0	0	15
PLC00006589	6/21/2011	Mobile	A	0	0	4
PLC00009301	12/17/2015	Motor	A	1	0	1
PLC00000509	2/16/2013	Mobile	A	0	1	8
PLC00002334	7/12/2010	Motor	A	0	1	15
PLC00009443	4/12/2015	Travel	A	1	0	16
PLC00001715	9/24/2015	Property	A	1	1	10
PLC00001057	3/28/2011	Property	A	1	1	2
PLC00001163	3/10/2016	Property	A	1	1	13
PLC00003259	9/30/2019	Life	A	0	0	14
PLC00009471	4/27/2013	Property	A	0	0	20
PLC00004229	4/12/2013	Motor	A	1	1	9
PLC00007798	7/18/2013	Mobile	A	0	1	3
PLC00000404	10/11/2014	Travel	A	1	1	6
PLC00003948	4/22/2013	Mobile	A	0	0	16
PLC00002798	10/9/2013	Property	A	1	1	7
PLC00002793	7/16/2012	Health	A	1	0	18
PLC00004457	7/27/2012	Health	A	1	0	1
PLC00007499	10/2/2013	Mobile	A	0	0	19
PLC00004639	7/18/2015	Mobile	A	1	1	17
PLC00006635	7/21/2013	Life	A	1	1	10
PLC00003358	12/16/2011	Health	A	1	1	1
PLC00001412	3/9/2015	Life	A	1	0	14
PLC00007705	9/25/2015	Travel	A	1	1	1
PLC00009573	10/10/2016	Life	A	0	0	17
PLC00008054	9/15/2011	Travel	A	1	1	17
PLC00004898	12/2/2011	Travel	A	1	1	17
PLC00009369	8/22/2012	Life	D	1	1	6
PLC00002617	8/20/2012	Property	A	1	1	0
PLC00002092	10/25/2016	Travel	A	1	0	22
PLC00005154	8/28/2014	Motor	A	1	1	21
PLC00009647	7/2/2014	Travel	A	1	0	15
PLC00008399	9/15/2016	Property	D	0	1	23
PLC00002141	2/14/2016	Health	A	1	0	6
PLC00002714	6/12/2019	Property	A	1	1	20
PLC00009800	6/11/2013	Life	A	0	1	15
PLC00009377	7/5/2017	Health	A	1	1	1
PLC00002538	11/12/2017	Mobile	A	1	1	5
PLC00009942	12/5/2018	Motor	A	0	1	2
PLC00000181	7/8/2011	Life	A	0	0	10
PLC00005844	6/2/2010	Health	A	1	0	21
PLC00001728	10/26/2015	Life	A	1	1	2
PLC00007148	4/18/2013	Travel	A	1	1	6
PLC00003263	6/18/2016	Motor	A	1	0	16
PLC00002787	6/12/2017	Motor	A	0	1	7
PLC00000697	7/17/2019	Health	A	0	0	11
PLC00001350	1/2/2011	Mobile	D	1	1	3
PLC00001626	3/15/2013	Motor	A	0	1	8
PLC00002910	12/10/2019	Travel	A	1	1	18
